,EC-NUMBER,PRODUCTS
2427,EC-1.1.3.12,HYDROGEN-PEROXIDE
2428,EC-1.1.3.12,Aldehydes
2429,EC-1.1.3.13,HYDROGEN-PEROXIDE
2430,EC-1.1.3.13,FORMALDEHYDE
2431,EC-1.1.3.14,GLYOX
2432,EC-1.1.3.14,HYDROGEN-PEROXIDE
2433,EC-1.1.3.15,HYDROGEN-PEROXIDE
2434,EC-1.1.3.15,2-Oxo-carboxylates
2435,EC-1.1.3.16,BETAINE
2436,EC-1.1.3.16,HYDROGEN-PEROXIDE
2437,EC-1.1.3.16,PROTON
2438,EC-1.1.3.17,LONG-CHAIN-KETONE
2439,EC-1.1.3.17,HYDROGEN-PEROXIDE
2440,EC-1.1.3.18,4-HYDROXYBENZALDEHYDE
2441,EC-1.1.3.18,CARBON-DIOXIDE
2442,EC-1.1.3.18,HYDROGEN-PEROXIDE
2443,EC-1.1.3.19,PYRUVATE
2444,EC-1.1.3.19,HYDROGEN-PEROXIDE
2445,EC-1.1.3.2,Long-Chain-Aldehydes
2446,EC-1.1.3.2,HYDROGEN-PEROXIDE
2447,EC-1.1.3.20,HYDROGEN-PEROXIDE
2448,EC-1.1.3.20,DIHYDROXY-ACETONE-PHOSPHATE
2449,EC-1.1.3.21,PROTON
2450,EC-1.1.3.21,CPD-7101
2451,EC-1.1.3.21,HYDROGEN-PEROXIDE
2452,EC-1.1.3.23,2-OXYPHYTANATE
2453,EC-1.1.3.23,HYDROGEN-PEROXIDE
2454,EC-1.1.3.27,PROTON
2455,EC-1.1.3.27,CPD-7102
2456,EC-1.1.3.27,WATER
2457,EC-1.1.3.28,CPD-370
2458,EC-1.1.3.28,HYDROGEN-PEROXIDE
2459,EC-1.1.3.28,PROTON
2460,EC-1.1.3.29,Oxidized-Polyvinyl-Alcohol
2461,EC-1.1.3.29,HYDROGEN-PEROXIDE
2462,EC-1.1.3.30,CPD-1789
2463,EC-1.1.3.30,HYDROGEN-PEROXIDE
2464,EC-1.1.3.37,VANILLIN
2465,EC-1.1.3.37,HYDROGEN-PEROXIDE
2466,EC-1.1.3.38,9-RIBURONOSYLADENINE
2467,EC-1.1.3.38,HYDROGEN-PEROXIDE
2468,EC-1.1.3.38,PROTON
2469,EC-1.1.3.39,GLC-D-LACTONE
2470,EC-1.1.3.39,HYDROGEN-PEROXIDE
2471,EC-1.1.3.4,CPD-15373
2472,EC-1.1.3.4,HYDROGEN-PEROXIDE
2473,EC-1.1.3.40,XYLOSE
2474,EC-1.1.3.40,HYDROGEN-PEROXIDE
2475,EC-1.1.3.41,Aldoses
2476,EC-1.1.3.41,HYDROGEN-PEROXIDE
2477,EC-1.1.3.42,CPD-14155
2478,EC-1.1.3.42,HYDROGEN-PEROXIDE
2479,EC-1.1.3.43,CPD-14167
2480,EC-1.1.3.43,HYDROGEN-PEROXIDE
2481,EC-1.1.3.44,CPD-12960
2482,EC-1.1.3.44,HYDROGEN-PEROXIDE
2483,EC-1.1.3.45,CPD-142
2484,EC-1.1.3.45,HYDROGEN-PEROXIDE
2485,EC-1.1.3.46,CPD-14105
2486,EC-1.1.3.46,HYDROGEN-PEROXIDE
2487,EC-1.1.3.46,PROTON
2488,EC-1.1.3.47,CPD-18064
2489,EC-1.1.3.47,HYDROGEN-PEROXIDE
2490,EC-1.1.3.48,CPD-19250
2491,EC-1.1.3.48,HYDROGEN-PEROXIDE
2492,EC-1.1.3.49,CPD-14780
2493,EC-1.1.3.49,HYDROGEN-PEROXIDE
2494,EC-1.1.3.5,CPD-14779
2495,EC-1.1.3.5,HYDROGEN-PEROXIDE
2496,EC-1.1.3.5,GLC-D-LACTONE
2497,EC-1.1.3.5,HYDROGEN-PEROXIDE
2498,EC-1.1.3.6,CPD-13684
2499,EC-1.1.3.6,HYDROGEN-PEROXIDE
2500,EC-1.1.3.7,ASCORBATE
2501,EC-1.1.3.7,HYDROGEN-PEROXIDE
2502,EC-1.1.3.7,PROTON
2503,EC-1.1.3.8,CPD-155
2504,EC-1.1.3.8,HYDROGEN-PEROXIDE
2505,EC-1.1.3.9,CPD-365
2506,EC-1.1.3.9,CPD-15119
2507,EC-1.1.5,Aldonic-Acids
2508,EC-1.1.5,Donor-H2
2509,EC-1.1.5,PROTON
2510,EC-1.1.5,CPD-142
2511,EC-1.1.5,ETR-Quinols
2512,EC-1.1.5.10,BUTANAL
2513,EC-1.1.5.10,ETR-Quinols
2514,EC-1.1.5.11,Ubiquinols
2515,EC-1.1.5.11,PYRUVATE
2516,EC-1.1.5.12,Ubiquinols
2517,EC-1.1.5.12,GLC-D-LACTONE
2518,EC-1.1.5.2,Menaquinols
2519,EC-1.1.5.2,DIHYDROXY-ACETONE-PHOSPHATE
2520,EC-1.1.5.3,ETR-Quinols
2521,EC-1.1.5.3,DIHYDROXY-ACETONE-PHOSPHATE
2522,EC-1.1.5.3,CPD-9956
2523,EC-1.1.5.3,DIHYDROXY-ACETONE-PHOSPHATE
2524,EC-1.1.5.3,Ubiquinols
2525,EC-1.1.5.3,DIHYDROXY-ACETONE-PHOSPHATE
2526,EC-1.1.5.3,UBIQUINOL-30
2527,EC-1.1.5.3,DIHYDROXY-ACETONE-PHOSPHATE
2528,EC-1.1.5.4,ETR-Quinols
2529,EC-1.1.5.4,OXALACETIC_ACID
2530,EC-1.1.5.5,Cyclic-Ketones
2531,EC-1.1.5.5,Reduced-Quinones
2532,EC-1.1.5.7,3-DEHYDRO-SHIKIMATE
2533,EC-1.1.5.7,Reduced-Quinones
2534,EC-1.1.5.8,DEHYDROQUINATE
2535,EC-1.1.5.8,Reduced-Quinones
2536,EC-1.1.5.9,Aldehydes
2537,EC-1.1.5.9,Reduced-Azurins
2538,EC-1.1.5.9,PROTON
2539,EC-1.1.9.1,D-6-P-GLUCONO-DELTA-LACTONE
2540,EC-1.1.9.1,Reduced-Factor-F420
2541,EC-1.1.98.2,CPD-12041
2542,EC-1.1.98.2,FADH2
2543,EC-1.1.98.3,ETR-Quinones
2544,EC-1.1.98.3,Reduced-Factor-F420
2545,EC-1.1.98.4,METHYL-GLYOXAL
2546,EC-1.1.98.4,Reduced-Factor-F420
2547,EC-1.1.98.5,LONG-CHAIN-KETONE
2548,EC-1.1.98.5,Reduced-Factor-F420
2549,EC-1.1.98.6,DGTP
2550,EC-1.1.98.6,CARBON-DIOXIDE
2551,EC-1.1.98.6,WATER
2552,EC-1.1.98.6,DCTP
2553,EC-1.1.98.6,CARBON-DIOXIDE
2554,EC-1.1.98.6,WATER
2555,EC-1.1.98.6,DUTP
2556,EC-1.1.98.6,CARBON-DIOXIDE
2557,EC-1.1.98.6,WATER
2558,EC-1.1.98.6,CARBON-DIOXIDE
2559,EC-1.1.98.6,DATP
2560,EC-1.1.98.6,WATER
2561,EC-1.1.99,CPD-7244
2562,EC-1.1.99,Donor-H2
2563,EC-1.1.99,CPD-14512
2564,EC-1.1.99,Donor-H2
2565,EC-1.1.99,CPD-15499
2566,EC-1.1.99,Acceptor
2567,EC-1.1.99,Citronellals
2568,EC-1.1.99,Donor-H2
2569,EC-1.1.99,CPD-17342
2570,EC-1.1.99,Acceptor
2571,EC-1.1.99,CPD-7851
2572,EC-1.1.99,Donor-H2
2573,EC-1.1.99,CPD-17652
2574,EC-1.1.99,Acceptor
2575,EC-1.1.99,CPD-371
2576,EC-1.1.99,Donor-H2
2577,EC-1.1.99,CPD-17339
2578,EC-1.1.99,Acceptor
2579,EC-1.1.99,CPD-17335
2580,EC-1.1.99,Donor-H2
2581,EC-1.1.99,CPD-9166
2582,EC-1.1.99,Donor-H2
2583,EC-1.1.99,Citronellates
2584,EC-1.1.99,Donor-H2
2585,EC-1.1.99,PROTON
2586,EC-1.1.99,CPD-17334
2587,EC-1.1.99,Donor-H2
2588,EC-1.1.99,INDOLE-3-GLYOXYLATE
2589,EC-1.1.99,Donor-H2
2590,EC-1.1.99.1,ETR-Quinols
2591,EC-1.1.99.1,BETAINE_ALDEHYDE
2592,EC-1.1.99.11,CPD-382
2593,EC-1.1.99.11,Donor-H2
2594,EC-1.1.99.12,CPD-384
2595,EC-1.1.99.12,Donor-H2
2596,EC-1.1.99.13,3-KETOLACTOSE
2597,EC-1.1.99.13,Donor-H2
2598,EC-1.1.99.14,ETR-Quinols
2599,EC-1.1.99.14,GLYOX
2600,EC-1.1.99.18,2-KETOGLUTARATE
2601,EC-1.1.99.18,Donor-H2
2602,EC-1.1.99.2,Aldehydes
2603,EC-1.1.99.2,Donor-H2
2604,EC-1.1.99.20,CPD-15616
2605,EC-1.1.99.20,Donor-H2
2606,EC-1.1.99.21,DIHYDROXYACETONE
2607,EC-1.1.99.21,Donor-H2
2608,EC-1.1.99.22,SUCC-S-ALD
2609,EC-1.1.99.22,R-2-HYDROXYGLUTARATE
2610,EC-1.1.99.24,R-2-HYDROXYGLUTARATE
2611,EC-1.1.99.24,3-KETOBUTYRATE
2612,EC-1.1.99.26,2-DEHYDROPANTOYL-LACTONE
2613,EC-1.1.99.26,Donor-H2
2614,EC-1.1.99.27,GLC-D-LACTONE
2615,EC-1.1.99.27,SORBITOL
2616,EC-1.1.99.28,3-Dehydropyranoses
2617,EC-1.1.99.28,Donor-H2
2618,EC-1.1.99.29,23-Didehydropyranoses
2619,EC-1.1.99.29,Donor-H2
2620,EC-1.1.99.29,2-Dehydropyranoses
2621,EC-1.1.99.29,Donor-H2
2622,EC-1.1.99.29,34-Didehydropyranosides
2623,EC-1.1.99.29,Donor-H2
2624,EC-1.1.99.29,3-Dehydropyranosides
2625,EC-1.1.99.29,Donor-H2
2626,EC-1.1.99.3,CPD-377
2627,EC-1.1.99.3,Donor-H2
2628,EC-1.1.99.30,PHENYLGLYOXYLATE
2629,EC-1.1.99.30,Donor-H2
2630,EC-1.1.99.31,L-SORBOSONE
2631,EC-1.1.99.31,Donor-H2
2632,EC-1.1.99.32,GLC-D-LACTONE
2633,EC-1.1.99.32,Donor-H2
2634,EC-1.1.99.35,ACETALD
2635,EC-1.1.99.35,Donor-H2
2636,EC-1.1.99.36,FORMALDEHYDE
2637,EC-1.1.99.36,Donor-H2
2638,EC-1.1.99.37,CPD-14123
2639,EC-1.1.99.37,CH33ADO
2640,EC-1.1.99.37,MET
2641,EC-1.1.99.37,PROTON
2642,EC-1.1.99.38,2-KETOGLUTARATE
2643,EC-1.1.99.38,Donor-H2
2644,EC-1.1.99.39,Donor-H2
2645,EC-1.1.99.39,25-DIDEHYDRO-D-GLUCONATE
2646,EC-1.1.99.4,2-KETOGLUTARATE
2647,EC-1.1.99.4,D-LACTATE
2648,EC-1.1.99.40,2-KETOGLUTARATE
2649,EC-1.1.99.40,CPD-660
2650,EC-1.1.99.41,CPD-19891
2651,EC-1.1.99.41,Donor-H2
2652,EC-1.1.99.42,PYRUVATE
2653,EC-1.1.99.42,Donor-H2
2654,EC-1.1.99.6,PYRUVATE
2655,EC-1.1.99.6,MAL
2656,EC-1.1.99.7,CPD-383
2657,EC-1.1.99.7,Donor-H2
2658,EC-1.1.99.9,CPD-3945
2659,EC-1.1.99.9,Donor-H2
2660,EC-1.1.99.M1,Donor-H2
2661,EC-1.1.99.M1,CPD-3946
2662,EC-1.1.99.M2,CPD-12496
2663,EC-1.1.99.M2,Donor-H2
2664,EC-1.1.99.M3,ACENAPHTHENEQUINONE
2665,EC-1.1.99.M3,NADPH
2666,EC-1.1.99.M3,PROTON
2667,EC-1.10.1.1,FERROCYTOCHROME-B5
2668,EC-1.10.1.1,CPD-318
2669,EC-1.10.2.1,DOPAQUINONE
2670,EC-1.10.2.1,WATER
2671,EC-1.10.3,CPD-18246
2672,EC-1.10.3,WATER
2673,EC-1.10.3,NAD-P-OR-NOP
2674,EC-1.10.3,CPD-19233
2675,EC-1.10.3,WATER
2676,EC-1.10.3,CPD-9561
2677,EC-1.10.3,WATER
2678,EC-1.10.3,Acceptor
2679,EC-1.10.3,PROTON
2680,EC-1.10.3,CPD-8851
2681,EC-1.10.3,WATER
2682,EC-1.10.3,CPD-9598
2683,EC-1.10.3,WATER
2684,EC-1.10.3,CPD-8949
2685,EC-1.10.3,WATER
2686,EC-1.10.3,CPD-12632
2687,EC-1.10.3,WATER
2688,EC-1.10.3,Acceptor
2689,EC-1.10.3,CPD-18244
2690,EC-1.10.3,NAD-P-OR-NOP
2691,EC-1.10.3,WATER
2692,EC-1.10.3,CPD-8672
2693,EC-1.10.3,WATER
2694,EC-1.10.3,CPD-8950
2695,EC-1.10.3,WATER
2696,EC-1.10.3,CPD-17574
2697,EC-1.10.3,WATER
2698,EC-1.10.3,CPD-9562
2699,EC-1.10.3,WATER
2700,EC-1.10.3,Acceptor
2701,EC-1.10.3.1,WATER
2702,EC-1.10.3.1,CPD-385
2703,EC-1.10.3.11,CPD-14875
2704,EC-1.10.3.11,WATER
2705,EC-1.10.3.11,CARBON-DIOXIDE
2706,EC-1.10.3.15,CPD-14874
2707,EC-1.10.3.15,WATER
2708,EC-1.10.3.15,FORMATE
2709,EC-1.10.3.15,PROTON
2710,EC-1.10.3.16,CPD-19104
2711,EC-1.10.3.16,HYDROGEN-PEROXIDE
2712,EC-1.10.3.16,CPD-19106
2713,EC-1.10.3.16,HYDROGEN-PEROXIDE
2714,EC-1.10.3.16,CPD-19103
2715,EC-1.10.3.16,HYDROGEN-PEROXIDE
2716,EC-1.10.3.2,Benzosemiquinones
2717,EC-1.10.3.2,WATER
2718,EC-1.10.3.3,CPD-18447
2719,EC-1.10.3.3,WATER
2720,EC-1.10.3.4,ACTINOMYCIN-D
2721,EC-1.10.3.4,WATER
2722,EC-1.10.3.4,ISOPHENOXAZINE
2723,EC-1.10.3.4,WATER
2724,EC-1.10.3.5,HYDROGEN-PEROXIDE
2725,EC-1.10.3.5,RIFAMYCIN-O
2726,EC-1.10.3.6,Light
2727,EC-1.10.3.6,PLASTOQUINONE
2728,EC-1.10.3.6,PROTON
2729,EC-1.10.3.6,WATER
2730,EC-1.10.3.9,Reduced-Quinones
2731,EC-1.10.3.9,NICOTINAMIDE_RIBOSE
2732,EC-1.10.5.1,CPD-7248
2733,EC-1.10.5.1,WATER
2734,EC-1.11.1,CPD-21576
2735,EC-1.11.1,WATER
2736,EC-1.11.1,CPD-17452
2737,EC-1.11.1,NADP
2738,EC-1.11.1,WATER
2739,EC-1.11.1,CPD-3766
2740,EC-1.11.1,WATER
2741,EC-1.11.1,Iodides
2742,EC-1.11.1,WATER
2743,EC-1.11.1,CPD-17450
2744,EC-1.11.1,NADP
2745,EC-1.11.1,WATER
2746,EC-1.11.1,P-BENZOQUINONE
2747,EC-1.11.1,WATER
2748,EC-1.11.1,CPD-14537
2749,EC-1.11.1,WATER
2750,EC-1.11.1,Menaquinones
2751,EC-1.11.1,WATER
2752,EC-1.11.1,CPD-725
2753,EC-1.11.1,NADPH
2754,EC-1.11.1,PROTON
2755,EC-1.11.1,Ubiquinones
2756,EC-1.11.1,WATER
2757,EC-1.11.1.1,Chlorides
2758,EC-1.11.1.1,WATER
2759,EC-1.11.1.10,ASCORBATE
2760,EC-1.11.1.10,L-DEHYDRO-ASCORBATE
2761,EC-1.11.1.10,WATER
2762,EC-1.11.1.11,OXIDIZED-GLUTATHIONE
2763,EC-1.11.1.11,Lipid-hydroxy-fatty-acids
2764,EC-1.11.1.11,WATER
2765,EC-1.11.1.12,MN+3
2766,EC-1.11.1.12,WATER
2767,EC-1.11.1.13,VERATRALDEHYDE
2768,EC-1.11.1.13,CPD-400
2769,EC-1.11.1.13,WATER
2770,EC-1.11.1.13,GLYCOLALDEHYDE
2771,EC-1.11.1.14,CPD-18517
2772,EC-1.11.1.14,WATER
2773,EC-1.11.1.15,VANILLIN
2774,EC-1.11.1.15,CPD-400
2775,EC-1.11.1.15,WATER
2776,EC-1.11.1.15,GLYCOLALDEHYDE
2777,EC-1.11.1.16,CPD-10475
2778,EC-1.11.1.16,WATER
2779,EC-1.11.1.16,MN+3
2780,EC-1.11.1.16,WATER
2781,EC-1.11.1.16,Ox-Thioredoxin
2782,EC-1.11.1.16,WATER
2783,EC-1.11.1.17,Bromide
2784,EC-1.11.1.17,WATER
2785,EC-1.11.1.18,PHTHALATE
2786,EC-1.11.1.18,CPD-13992
2787,EC-1.11.1.18,CPD-13993
2788,EC-1.11.1.18,WATER
2789,EC-1.11.1.18,PROTON
2790,EC-1.11.1.19,WATER
2791,EC-1.11.1.19,NADP
2792,EC-1.11.1.2,Ox-Thioredoxin
2793,EC-1.11.1.2,5Z13E-15S-9-ALPHA11-ALPHA15-TRIHY
2794,EC-1.11.1.20,Acceptor
2795,EC-1.11.1.20,WATER
2796,EC-1.11.1.21,WATER
2797,EC-1.11.1.21,OXYGEN-MOLECULE
2798,EC-1.11.1.22,CPD0-1113
2799,EC-1.11.1.22,WATER
2800,EC-1.11.1.23,CPD-388
2801,EC-1.11.1.23,CARBON-DIOXIDE
2802,EC-1.11.1.23,WATER
2803,EC-1.11.1.3,WATER
2804,EC-1.11.1.3,Cytochromes-C-Oxidized
2805,EC-1.11.1.5,WATER
2806,EC-1.11.1.5,ACETALD
2807,EC-1.11.1.6,WATER
2808,EC-1.11.1.6,OXYGEN-MOLECULE
2809,EC-1.11.1.6,FORMALDEHYDE
2810,EC-1.11.1.6,WATER
2811,EC-1.11.1.7,CPD-15172
2812,EC-1.11.1.7,WATER
2813,EC-1.11.1.7,CPD-8890
2814,EC-1.11.1.7,WATER
2815,EC-1.11.1.7,CPD-20620
2816,EC-1.11.1.7,WATER
2817,EC-1.11.1.7,a-radical-of-luteolin-7-iOi-diglucuronid
2818,EC-1.11.1.7,WATER
2819,EC-1.11.1.7,Phenoxyl-rad-of-phenolic-donors
2820,EC-1.11.1.7,WATER
2821,EC-1.11.1.8,IODINE-MOLECULE
2822,EC-1.11.1.8,WATER
2823,EC-1.11.1.8,Thyroglobulin-triiodothyronines
2824,EC-1.11.1.8,Thyroglobulin-aminoacrylates
2825,EC-1.11.1.8,WATER
2826,EC-1.11.1.8,Thyroglobulin-3-5-diiodotyrosines
2827,EC-1.11.1.8,WATER
2828,EC-1.11.1.8,Thyroglobulin-3-iodotyrosines
2829,EC-1.11.1.8,WATER
2830,EC-1.11.1.9,CPD-12610
2831,EC-1.11.1.9,PROTON
2832,EC-1.11.1.M1,CPD-12032
2833,EC-1.11.1.M1,WATER
2834,EC-1.11.2,CPD-17479
2835,EC-1.11.2,WATER
2836,EC-1.11.2,Acceptor
2837,EC-1.11.2,CPD-17480
2838,EC-1.11.2,WATER
2839,EC-1.11.2,Acceptor
2840,EC-1.11.2,CPD-12036
2841,EC-1.11.2,WATER
2842,EC-1.11.2,CPD-17478
2843,EC-1.11.2,WATER
2844,EC-1.11.2,Chlorides
2845,EC-1.11.2,WATER
2846,EC-1.11.2,CPD-12033
2847,EC-1.11.2,WATER
2848,EC-1.11.2,Acceptor
2849,EC-1.11.2.1,CPD-12799
2850,EC-1.11.2.1,WATER
2851,EC-1.11.2.2,CPD-10514
2852,EC-1.11.2.2,Lipid-hydroxy-fatty-acids
2853,EC-1.11.2.3,Alcohols
2854,EC-1.11.2.3,CPD-17614
2855,EC-1.11.2.3,CPD-13636
2856,EC-1.11.2.3,910-EPOXY-18-HYDROXYSTEARATE
2857,EC-1.11.2.3,Lipid-hydroxy-fatty-acids
2858,EC-1.11.2.3,CPD-17614
2859,EC-1.11.2.3,Vernolates
2860,EC-1.11.2.4,CPD-16512
2861,EC-1.11.2.4,WATER
2862,EC-1.11.2.5,CPD-6361
2863,EC-1.11.2.5,WATER
2864,EC-1.11.2.M1,CPD-18144
2865,EC-1.11.2.M1,WATER
2866,EC-1.12.1.2,NADPH
2867,EC-1.12.1.2,PROTON
2868,EC-1.12.1.3,NADH
2869,EC-1.12.1.3,Reduced-ferredoxins
2870,EC-1.12.1.3,PROTON
2871,EC-1.12.1.4,PROTON
2872,EC-1.12.1.4,NADH-P-OR-NOP
2873,EC-1.12.1.5,Cytochromes-c3-Reduced
2874,EC-1.12.1.5,PROTON
2875,EC-1.12.2.1,Menaquinols
2876,EC-1.12.5.1,Reduced-ferredoxins
2877,EC-1.12.5.1,PROTON
2878,EC-1.12.7.2,Reduced-Factor-F420
2879,EC-1.12.98.1,METHYLENETETRAHYDROMETHANOPTERIN
2880,EC-1.12.98.1,PROTON
2881,EC-1.12.98.2,DIHYDROMETHANOPHENAZINE
2882,EC-1.12.98.3,HS
2883,EC-1.12.98.4,HS
2884,EC-1.12.98.4,Polysulfides
2885,EC-1.12.99.6,Menaquinols
2886,EC-1.12.99.6,PROTON
2887,EC-1.12.99.6,Donor-H2
2888,EC-1.13.11,CPD-7204
2889,EC-1.13.11,CPD-7207
2890,EC-1.13.11,CPD-14384
2891,EC-1.13.11,CPD1F-4
2892,EC-1.13.11,CPD66-51
2893,EC-1.13.11,Acceptor
2894,EC-1.13.11,CPD66-56
2895,EC-1.13.11,CPD-924
2896,EC-1.13.11,PROTON
2897,EC-1.13.11,CPD-7203
2898,EC-1.13.11,CPD-7202
2899,EC-1.13.11,CPD66-56
2900,EC-1.13.11,Acceptor
2901,EC-1.13.11,CPD66-72
2902,EC-1.13.11,CPD-184
2903,EC-1.13.11,WATER
2904,EC-1.13.11,PROTON
2905,EC-1.13.11,CPD66-76
2906,EC-1.13.11,PROTON
2907,EC-1.13.11,CPD-9137
2908,EC-1.13.11,CPD66-77
2909,EC-1.13.11,CPD-10852
2910,EC-1.13.11,PROTON
2911,EC-1.13.11,CPD-928
2912,EC-1.13.11,PROTON
2913,EC-1.13.11,PROTON
2914,EC-1.13.11,CPD-12715
2915,EC-1.13.11,CPD66-53
2916,EC-1.13.11,2-CHLOROMALEYLACETATE
2917,EC-1.13.11,PROTON
2918,EC-1.13.11,CPD-10523
2919,EC-1.13.11,NAD
2920,EC-1.13.11,CPD-14149
2921,EC-1.13.11,PROTON
2922,EC-1.13.11,CPD-17081
2923,EC-1.13.11,VANILLIN
2924,EC-1.13.11,CPD-67
2925,EC-1.13.11,G3P
2926,EC-1.13.11,PROTON
2927,EC-1.13.11,CPD-7204
2928,EC-1.13.11,CPD-7202
2929,EC-1.13.11,CPD-18131
2930,EC-1.13.11,PROTON
2931,EC-1.13.11,PROTON
2932,EC-1.13.11,CPD-184
2933,EC-1.13.11,METOH
2934,EC-1.13.11,CPD66-51
2935,EC-1.13.11,2R-HYDROPEROXY-FATTY-ACIDS
2936,EC-1.13.11,CPD-14642
2937,EC-1.13.11,CARBON-DIOXIDE
2938,EC-1.13.11,CPD-14966
2939,EC-1.13.11,PROTON
2940,EC-1.13.11,CPD66-74
2941,EC-1.13.11,PROTON
2942,EC-1.13.11,CPD-14967
2943,EC-1.13.11,CPD66-80
2944,EC-1.13.11,CPD-7204
2945,EC-1.13.11,CPD-7202
2946,EC-1.13.11,CPD-18126
2947,EC-1.13.11,PROTON
2948,EC-1.13.11,CPD-18539
2949,EC-1.13.11,CPD-7616
2950,EC-1.13.11,4-HYDROXYBENZALDEHYDE
2951,EC-1.13.11,CPD-17260
2952,EC-1.13.11,PROTON
2953,EC-1.13.11,CPD66-71
2954,EC-1.13.11,CPD-14165
2955,EC-1.13.11,PROTON
2956,EC-1.13.11,CPD-16584
2957,EC-1.13.11,PROTON
2958,EC-1.13.11,CPD-17586
2959,EC-1.13.11,PROTON
2960,EC-1.13.11,CPD-7200
2961,EC-1.13.11,CPD-7199
2962,EC-1.13.11,CPD-7202
2963,EC-1.13.11.1,CPD-156
2964,EC-1.13.11.1,PROTON
2965,EC-1.13.11.10,N-FORMYLKYNURENINE
2966,EC-1.13.11.11,13-HYDROPEROXYOCTADECA-911-DIENOATE
2967,EC-1.13.11.12,CPD-725
2968,EC-1.13.11.14,PROTON
2969,EC-1.13.11.14,CPD-783
2970,EC-1.13.11.15,PROTON
2971,EC-1.13.11.15,CPD-157
2972,EC-1.13.11.16,CPD0-2184
2973,EC-1.13.11.16,PROTON
2974,EC-1.13.11.17,GLUTATHIONE
2975,EC-1.13.11.17,SO3
2976,EC-1.13.11.17,PROTON
2977,EC-1.13.11.18,PROTON
2978,EC-1.13.11.18,HYPOTAURINE
2979,EC-1.13.11.19,CPD-8782
2980,EC-1.13.11.19,PROTON
2981,EC-1.13.11.2,CPD-13339
2982,EC-1.13.11.2,SO3
2983,EC-1.13.11.2,PROTON
2984,EC-1.13.11.2,CPD-8781
2985,EC-1.13.11.2,PROTON
2986,EC-1.13.11.2,CPD-8781
2987,EC-1.13.11.2,PROTON
2988,EC-1.13.11.2,HYDROXYMUCONATE-SALD
2989,EC-1.13.11.2,PROTON
2990,EC-1.13.11.20,PROTON
2991,EC-1.13.11.20,CPD-1069
2992,EC-1.13.11.22,PROTON
2993,EC-1.13.11.22,ANTHRANILATE
2994,EC-1.13.11.22,CARBON-DIOXIDE
2995,EC-1.13.11.23,2-PROTOCATECHUOYLPHLOROGLUCINOLCARBOXYLA
2996,EC-1.13.11.23,CARBON-MONOXIDE
2997,EC-1.13.11.24,PROTON
2998,EC-1.13.11.24,3-HYDROXY-5917-TRIOXO-45910-DISECOA
2999,EC-1.13.11.25,PEPTIDE-FORMYLKYNURENINE
3000,EC-1.13.11.26,CARBON-DIOXIDE
3001,EC-1.13.11.26,HOMOGENTISATE
3002,EC-1.13.11.27,CPD-11495
3003,EC-1.13.11.27,CARBON-DIOXIDE
3004,EC-1.13.11.28,PROTON
3005,EC-1.13.11.28,CPD-253
3006,EC-1.13.11.29,PROTON
3007,EC-1.13.11.29,CPD-245
3008,EC-1.13.11.3,PROTON
3009,EC-1.13.11.3,CPD-10419
3010,EC-1.13.11.30,5Z8Z10E14Z-12S-12-HYDROPEROXYICOS
3011,EC-1.13.11.31,5Z8Z11Z13E-15S-15-HYDROPEROXYICOS
3012,EC-1.13.11.33,CPD-8892
3013,EC-1.13.11.33,WATER
3014,EC-1.13.11.34,CPD-13339
3015,EC-1.13.11.34,PROTON
3016,EC-1.13.11.35,PROTON
3017,EC-1.13.11.35,5-AMINO-4-CHLORO-2-2-HYDROXYMUCONOYL-3
3018,EC-1.13.11.36,PROTON
3019,EC-1.13.11.36,CPD-294
3020,EC-1.13.11.37,PROTON
3021,EC-1.13.11.37,CPD-241
3022,EC-1.13.11.38,CPD-18748
3023,EC-1.13.11.38,PROTON
3024,EC-1.13.11.39,PROTON
3025,EC-1.13.11.39,CPD-12502
3026,EC-1.13.11.39,CPD-18750
3027,EC-1.13.11.39,PROTON
3028,EC-1.13.11.39,CPD-613
3029,EC-1.13.11.39,PROTON
3030,EC-1.13.11.4,CPD-18271
3031,EC-1.13.11.4,PROTON
3032,EC-1.13.11.4,CPD-18273
3033,EC-1.13.11.4,PROTON
3034,EC-1.13.11.40,PROTON
3035,EC-1.13.11.40,FORMATE
3036,EC-1.13.11.40,4-hydroxybenzoate
3037,EC-1.13.11.41,VANILLIN
3038,EC-1.13.11.43,CPD0-2064
3039,EC-1.13.11.45,4-HYDROXYMANDELATE
3040,EC-1.13.11.45,CARBON-DIOXIDE
3041,EC-1.13.11.46,CARBON-MONOXIDE
3042,EC-1.13.11.46,N-FORMYLANTHRANILATE
3043,EC-1.13.11.47,CARBON-MONOXIDE
3044,EC-1.13.11.47,N-ACETYLANTHRANILATE
3045,EC-1.13.11.48,CHLORITE
3046,EC-1.13.11.49,PROTON
3047,EC-1.13.11.49,4-MALEYL-ACETOACETATE
3048,EC-1.13.11.5,PROTON
3049,EC-1.13.11.5,ACET
3050,EC-1.13.11.5,METHYL-GLYOXAL
3051,EC-1.13.11.50,CPD-7279
3052,EC-1.13.11.50,CPD1F-4
3053,EC-1.13.11.51,CPD-7279
3054,EC-1.13.11.51,12-apo-Carotenals
3055,EC-1.13.11.51,CPD-7279
3056,EC-1.13.11.51,CPD-7280
3057,EC-1.13.11.52,CPD-10488
3058,EC-1.13.11.53,PROTON
