,EC,SUBS
11819,EC-1.14.14.88,OXYGEN-MOLECULE
11820,EC-1.14.14.88,Red-NADPH-Hemoprotein-Reductases
11821,EC-1.14.14.89,FORMONONETIN
11822,EC-1.14.14.89,Red-NADPH-Hemoprotein-Reductases
11823,EC-1.14.14.89,OXYGEN-MOLECULE
11824,EC-1.14.14.89,2-HYDROXYFORMONONETIN
11825,EC-1.14.14.89,Ox-NADPH-Hemoprotein-Reductases
11826,EC-1.14.14.89,WATER
11827,EC-1.14.14.9,2-HYDROXYDAIDZEIN
11828,EC-1.14.14.9,Ox-NADPH-Hemoprotein-Reductases
11829,EC-1.14.14.9,WATER
11830,EC-1.14.14.9,DAIDZEIN
11831,EC-1.14.14.9,Red-NADPH-Hemoprotein-Reductases
11832,EC-1.14.14.9,OXYGEN-MOLECULE
11833,EC-1.14.14.90,Isoflavones
11834,EC-1.14.14.90,Red-NADPH-Hemoprotein-Reductases
11835,EC-1.14.14.90,PROTON
11836,EC-1.14.14.90,OXYGEN-MOLECULE
11837,EC-1.14.14.90,CPD-3141
11838,EC-1.14.14.90,Red-NADPH-Hemoprotein-Reductases
11839,EC-1.14.14.90,OXYGEN-MOLECULE
11840,EC-1.14.14.90,CPD-12609
11841,EC-1.14.14.90,Red-NADPH-Hemoprotein-Reductases
11842,EC-1.14.14.90,OXYGEN-MOLECULE
11843,EC-1.14.14.90,2-Hydroxyisoflavones
11844,EC-1.14.14.90,Ox-NADPH-Hemoprotein-Reductases
11845,EC-1.14.14.90,WATER
11846,EC-1.14.14.90,CPD-6641
11847,EC-1.14.14.90,Ox-NADPH-Hemoprotein-Reductases
11848,EC-1.14.14.90,WATER
11849,EC-1.14.14.90,2-HYDROXY-23-DIHYDRODAIDZEIN
11850,EC-1.14.14.90,Ox-NADPH-Hemoprotein-Reductases
11851,EC-1.14.14.90,WATER
11852,EC-1.14.14.91,4-hydroxybenzoate
11853,EC-1.14.14.91,WATER
11854,EC-1.14.14.91,Ox-NADPH-Hemoprotein-Reductases
11855,EC-1.14.14.91,BENZOATE
11856,EC-1.14.14.91,OXYGEN-MOLECULE
11857,EC-1.14.14.91,Red-NADPH-Hemoprotein-Reductases
11858,EC-1.14.14.92,CPD-4402
11859,EC-1.14.14.92,Red-NADPH-Hemoprotein-Reductases
11860,EC-1.14.14.92,OXYGEN-MOLECULE
11861,EC-1.14.14.92,6AS11AS-36A9-TRIHYDROXYPTEROCARPAN
11862,EC-1.14.14.92,Ox-NADPH-Hemoprotein-Reductases
11863,EC-1.14.14.92,WATER
11864,EC-1.14.14.93,20-OH-LTB4
11865,EC-1.14.14.93,Ox-NADPH-Hemoprotein-Reductases
11866,EC-1.14.14.93,WATER
11867,EC-1.14.14.93,6Z8E10E14Z-5S12R-512-DIHYDROXYI
11868,EC-1.14.14.93,OXYGEN-MOLECULE
11869,EC-1.14.14.93,Red-NADPH-Hemoprotein-Reductases
11870,EC-1.14.14.94,CPD-11960
11871,EC-1.14.14.94,Ox-NADPH-Hemoprotein-Reductases
11872,EC-1.14.14.94,WATER
11873,EC-1.14.14.94,ALPHA-TOCOPHEROL
11874,EC-1.14.14.94,Red-NADPH-Hemoprotein-Reductases
11875,EC-1.14.14.94,OXYGEN-MOLECULE
11876,EC-1.14.14.95,CAFFEOYLSHIKIMATE
11877,EC-1.14.14.95,Ox-NADPH-Hemoprotein-Reductases
11878,EC-1.14.14.95,WATER
11879,EC-1.14.14.95,CPD-412
11880,EC-1.14.14.95,Red-NADPH-Hemoprotein-Reductases
11881,EC-1.14.14.95,OXYGEN-MOLECULE
11882,EC-1.14.14.96,CPD-676
11883,EC-1.14.14.96,WATER
11884,EC-1.14.14.96,Ox-NADPH-Hemoprotein-Reductases
11885,EC-1.14.14.96,CAFFEOYLQUINATE
11886,EC-1.14.14.96,WATER
11887,EC-1.14.14.96,Ox-NADPH-Hemoprotein-Reductases
11888,EC-1.14.14.96,COUMARATE
11889,EC-1.14.14.96,Red-NADPH-Hemoprotein-Reductases
11890,EC-1.14.14.96,OXYGEN-MOLECULE
11891,EC-1.14.14.96,4-COUMAROYLQUINATE
11892,EC-1.14.14.96,OXYGEN-MOLECULE
11893,EC-1.14.14.96,Red-NADPH-Hemoprotein-Reductases
11894,EC-1.14.14.97,6-HYDROXYPROTOPINE
11895,EC-1.14.14.97,WATER
11896,EC-1.14.14.97,Ox-NADPH-Hemoprotein-Reductases
11897,EC-1.14.14.97,PROTOPINE
11898,EC-1.14.14.97,OXYGEN-MOLECULE
11899,EC-1.14.14.97,Red-NADPH-Hemoprotein-Reductases
11900,EC-1.14.14.98,CPD-263
11901,EC-1.14.14.98,Ox-NADPH-Hemoprotein-Reductases
11902,EC-1.14.14.98,WATER
11903,EC-1.14.14.98,CPD-4886
11904,EC-1.14.14.98,Red-NADPH-Hemoprotein-Reductases
11905,EC-1.14.14.98,OXYGEN-MOLECULE
11906,EC-1.14.14.99,CPD-20537
11907,EC-1.14.14.99,WATER
11908,EC-1.14.14.99,Ox-NADPH-Hemoprotein-Reductases
11909,EC-1.14.14.99,ARACHIDONIC_ACID
11910,EC-1.14.14.99,OXYGEN-MOLECULE
11911,EC-1.14.14.99,Red-NADPH-Hemoprotein-Reductases
11912,EC-1.14.14.M19,ARACHIDONIC_ACID
11913,EC-1.14.14.M19,OXYGEN-MOLECULE
11914,EC-1.14.14.M19,Red-NADPH-Hemoprotein-Reductases
11915,EC-1.14.14.M19,ARACHIDONIC_ACID
11916,EC-1.14.14.M19,OXYGEN-MOLECULE
11917,EC-1.14.14.M19,Red-NADPH-Hemoprotein-Reductases
11918,EC-1.14.14.M19,ARACHIDONIC_ACID
11919,EC-1.14.14.M19,OXYGEN-MOLECULE
11920,EC-1.14.14.M19,Red-NADPH-Hemoprotein-Reductases
11921,EC-1.14.14.M19,CPD-20540
11922,EC-1.14.14.M19,WATER
11923,EC-1.14.14.M19,Ox-NADPH-Hemoprotein-Reductases
11924,EC-1.14.14.M19,CPD-20538
11925,EC-1.14.14.M19,WATER
11926,EC-1.14.14.M19,Ox-NADPH-Hemoprotein-Reductases
11927,EC-1.14.14.M19,CPD-20539
11928,EC-1.14.14.M19,WATER
11929,EC-1.14.14.M19,Ox-NADPH-Hemoprotein-Reductases
11930,EC-1.14.14.M29,CPD-12571
11931,EC-1.14.14.M29,Ox-NADPH-Hemoprotein-Reductases
11932,EC-1.14.14.M29,WATER
11933,EC-1.14.14.M29,574-TRIHYDROXY-3-METHOXYFLAVONE
11934,EC-1.14.14.M29,Red-NADPH-Hemoprotein-Reductases
11935,EC-1.14.14.M29,OXYGEN-MOLECULE
11936,EC-1.14.14.M30,CPD-21327
11937,EC-1.14.14.M30,Ox-NADPH-Hemoprotein-Reductases
11938,EC-1.14.14.M30,WATER
11939,EC-1.14.14.M30,CPD-21326
11940,EC-1.14.14.M30,OXYGEN-MOLECULE
11941,EC-1.14.14.M30,Red-NADPH-Hemoprotein-Reductases
11942,EC-1.14.14.M31,CPD-7609
11943,EC-1.14.14.M31,Ox-NADPH-Hemoprotein-Reductases
11944,EC-1.14.14.M31,WATER
11945,EC-1.14.14.M31,CPD-6948
11946,EC-1.14.14.M31,Red-NADPH-Hemoprotein-Reductases
11947,EC-1.14.14.M31,OXYGEN-MOLECULE
11948,EC-1.14.14.M32,LINOLENIC_ACID
11949,EC-1.14.14.M32,OXYGEN-MOLECULE
11950,EC-1.14.14.M32,Red-NADPH-Hemoprotein-Reductases
11951,EC-1.14.14.M32,CPD-13090
11952,EC-1.14.14.M32,Ox-NADPH-Hemoprotein-Reductases
11953,EC-1.14.14.M32,WATER
11954,EC-1.14.14.M33,CPD-13088
11955,EC-1.14.14.M33,Ox-NADPH-Hemoprotein-Reductases
11956,EC-1.14.14.M33,WATER
11957,EC-1.14.14.M33,CPD-12644
11958,EC-1.14.14.M33,Ox-NADPH-Hemoprotein-Reductases
11959,EC-1.14.14.M33,WATER
11960,EC-1.14.14.M33,CPD-13091
11961,EC-1.14.14.M33,Ox-NADPH-Hemoprotein-Reductases
11962,EC-1.14.14.M33,WATER
11963,EC-1.14.14.M33,CPD-13089
11964,EC-1.14.14.M33,Ox-NADPH-Hemoprotein-Reductases
11965,EC-1.14.14.M33,WATER
11966,EC-1.14.14.M33,CPD-10514
11967,EC-1.14.14.M33,Ox-NADPH-Hemoprotein-Reductases
11968,EC-1.14.14.M33,WATER
11969,EC-1.14.14.M33,Vernolates
11970,EC-1.14.14.M33,Red-NADPH-Hemoprotein-Reductases
11971,EC-1.14.14.M33,OXYGEN-MOLECULE
11972,EC-1.14.14.M33,CPD-8158
11973,EC-1.14.14.M33,Red-NADPH-Hemoprotein-Reductases
11974,EC-1.14.14.M33,OXYGEN-MOLECULE
11975,EC-1.14.14.M33,LINOLENIC_ACID
11976,EC-1.14.14.M33,Red-NADPH-Hemoprotein-Reductases
11977,EC-1.14.14.M33,OXYGEN-MOLECULE
11978,EC-1.14.14.M33,LINOLENIC_ACID
11979,EC-1.14.14.M33,OXYGEN-MOLECULE
11980,EC-1.14.14.M33,Red-NADPH-Hemoprotein-Reductases
11981,EC-1.14.14.M33,OLEATE-CPD
11982,EC-1.14.14.M33,Red-NADPH-Hemoprotein-Reductases
11983,EC-1.14.14.M33,OXYGEN-MOLECULE
11984,EC-1.14.14.M34,DODECANOATE
11985,EC-1.14.14.M34,Red-NADPH-Hemoprotein-Reductases
11986,EC-1.14.14.M34,OXYGEN-MOLECULE
11987,EC-1.14.14.M34,Fatty-Acids
11988,EC-1.14.14.M34,OXYGEN-MOLECULE
11989,EC-1.14.14.M34,Red-NADPH-Hemoprotein-Reductases
11990,EC-1.14.14.M34,CPD-12282
11991,EC-1.14.14.M34,Ox-NADPH-Hemoprotein-Reductases
11992,EC-1.14.14.M34,WATER
11993,EC-1.14.14.M34,OMEGA-HYDROXY-FATTY-ACID
11994,EC-1.14.14.M34,Ox-NADPH-Hemoprotein-Reductases
11995,EC-1.14.14.M34,WATER
11996,EC-1.14.14.M35,CPD-21440
11997,EC-1.14.14.M35,WATER
11998,EC-1.14.14.M35,Ox-NADPH-Hemoprotein-Reductases
11999,EC-1.14.14.M35,INDOLE-3-ACETALDOXIME
12000,EC-1.14.14.M35,OXYGEN-MOLECULE
12001,EC-1.14.14.M35,Red-NADPH-Hemoprotein-Reductases
12002,EC-1.14.14.M36,INDOLE-3-ACETALDOXIME
12003,EC-1.14.14.M36,OXYGEN-MOLECULE
12004,EC-1.14.14.M36,Red-NADPH-Hemoprotein-Reductases
12005,EC-1.14.14.M36,CPD-21441
12006,EC-1.14.14.M36,WATER
12007,EC-1.14.14.M36,Ox-NADPH-Hemoprotein-Reductases
12008,EC-1.14.14.M40,CPD-15945
12009,EC-1.14.14.M40,Oxidized-ferredoxins
12010,EC-1.14.14.M40,WATER
12011,EC-1.14.14.M40,CPD-15946
12012,EC-1.14.14.M40,OXYGEN-MOLECULE
12013,EC-1.14.14.M40,Reduced-ferredoxins
12014,EC-1.14.14.M40,PROTON
12015,EC-1.14.15,CPD-11448
12016,EC-1.14.15,Oxidized-ferredoxins
12017,EC-1.14.15,WATER
12018,EC-1.14.15,CPD-15946
12019,EC-1.14.15,WATER
12020,EC-1.14.15,Oxidized-ferredoxins
12021,EC-1.14.15,CPD-746
12022,EC-1.14.15,Oxidized-Putidaredoxins
12023,EC-1.14.15,WATER
12024,EC-1.14.15,11-DEOXY-CORTISOL
12025,EC-1.14.15,Oxidized-adrenal-ferredoxins
12026,EC-1.14.15,WATER
12027,EC-1.14.15,CPD-702
12028,EC-1.14.15,Oxidized-ferredoxins
12029,EC-1.14.15,WATER
12030,EC-1.14.15,2-HEXAPRENYL-6-METHOXY-14-BENZOQUINOL
12031,EC-1.14.15,Oxidized-ferredoxins
12032,EC-1.14.15,WATER
12033,EC-1.14.15,AMMONIUM
12034,EC-1.14.15,CPD-17210
12035,EC-1.14.15,WATER
12036,EC-1.14.15,Oxidized-ferredoxins
12037,EC-1.14.15,CPD-13618
12038,EC-1.14.15,Oxidized-ferredoxins
12039,EC-1.14.15,WATER
12040,EC-1.14.15,ECDYSONE
12041,EC-1.14.15,Oxidized-adrenal-ferredoxins
12042,EC-1.14.15,WATER
12043,EC-1.14.15,CPD-15497
12044,EC-1.14.15,Oxidized-adrenal-ferredoxins
12045,EC-1.14.15,WATER
12046,EC-1.14.15,CPD-7853
12047,EC-1.14.15,WATER
12048,EC-1.14.15,Oxidized-ferredoxins
12049,EC-1.14.15,CPD-331
12050,EC-1.14.15,Oxidized-adrenal-ferredoxins
12051,EC-1.14.15,WATER
12052,EC-1.14.15,CPD-843
12053,EC-1.14.15,CL-
12054,EC-1.14.15,Oxidized-Putidaredoxins
12055,EC-1.14.15,WATER
12056,EC-1.14.15,11-DEOXYCORTICOSTERONE
12057,EC-1.14.15,Oxidized-adrenal-ferredoxins
12058,EC-1.14.15,WATER
12059,EC-1.14.15,2-HEXAPRENYL-3-METHYL-6-METHOXY-14-BENZ
12060,EC-1.14.15,Oxidized-ferredoxins
12061,EC-1.14.15,WATER
12062,EC-1.14.15,AMMONIUM
12063,EC-1.14.15,CPD-744
12064,EC-1.14.15,Oxidized-Putidaredoxins
12065,EC-1.14.15,WATER
12066,EC-1.14.15,CPD-17309
12067,EC-1.14.15,OXYGEN-MOLECULE
12068,EC-1.14.15,Reduced-ferredoxins
12069,EC-1.14.15,PROTON
12070,EC-1.14.15,CPD-15947
12071,EC-1.14.15,OXYGEN-MOLECULE
12072,EC-1.14.15,Reduced-ferredoxins
12073,EC-1.14.15,PROTON
12074,EC-1.14.15,CPD-745
12075,EC-1.14.15,OXYGEN-MOLECULE
12076,EC-1.14.15,Reduced-Putidaredoxins
12077,EC-1.14.15,PROTON
12078,EC-1.14.15,17-ALPHA-HYDROXYPROGESTERONE
12079,EC-1.14.15,Reduced-adrenal-ferredoxins
12080,EC-1.14.15,OXYGEN-MOLECULE
12081,EC-1.14.15,PROTON
12082,EC-1.14.15,CPD-701
12083,EC-1.14.15,OXYGEN-MOLECULE
12084,EC-1.14.15,Reduced-ferredoxins
12085,EC-1.14.15,PROTON
12086,EC-1.14.15,CPD-15194
12087,EC-1.14.15,OXYGEN-MOLECULE
12088,EC-1.14.15,Reduced-ferredoxins
12089,EC-1.14.15,PROTON
12090,EC-1.14.15,CPD-17193
12091,EC-1.14.15,OXYGEN-MOLECULE
12092,EC-1.14.15,Reduced-ferredoxins
12093,EC-1.14.15,PROTON
12094,EC-1.14.15,CPD-13617
12095,EC-1.14.15,Reduced-ferredoxins
12096,EC-1.14.15,OXYGEN-MOLECULE
12097,EC-1.14.15,PROTON
12098,EC-1.14.15,CPD-15497
12099,EC-1.14.15,Reduced-adrenal-ferredoxins
12100,EC-1.14.15,OXYGEN-MOLECULE
12101,EC-1.14.15,PROTON
12102,EC-1.14.15,CPD-15498
12103,EC-1.14.15,Reduced-adrenal-ferredoxins
12104,EC-1.14.15,OXYGEN-MOLECULE
12105,EC-1.14.15,PROTON
12106,EC-1.14.15,CPD-17650
12107,EC-1.14.15,OXYGEN-MOLECULE
12108,EC-1.14.15,Reduced-ferredoxins
12109,EC-1.14.15,PROTON
12110,EC-1.14.15,CPD-15506
12111,EC-1.14.15,Reduced-adrenal-ferredoxins
12112,EC-1.14.15,OXYGEN-MOLECULE
12113,EC-1.14.15,PROTON
12114,EC-1.14.15,CPD-842
12115,EC-1.14.15,Reduced-Putidaredoxins
12116,EC-1.14.15,PROTON
12117,EC-1.14.15,OXYGEN-MOLECULE
12118,EC-1.14.15,PROGESTERONE
12119,EC-1.14.15,Reduced-adrenal-ferredoxins
12120,EC-1.14.15,OXYGEN-MOLECULE
12121,EC-1.14.15,PROTON
12122,EC-1.14.15,CPD-15195
12123,EC-1.14.15,OXYGEN-MOLECULE
12124,EC-1.14.15,Reduced-ferredoxins
12125,EC-1.14.15,PROTON
12126,EC-1.14.15,CPD-743
12127,EC-1.14.15,OXYGEN-MOLECULE
12128,EC-1.14.15,Reduced-Putidaredoxins
12129,EC-1.14.15,PROTON
12130,EC-1.14.15.1,CPD-14062
12131,EC-1.14.15.1,Oxidized-Putidaredoxins
12132,EC-1.14.15.1,WATER
12133,EC-1.14.15.1,--CAMPHOR
12134,EC-1.14.15.1,Reduced-Putidaredoxins
12135,EC-1.14.15.1,OXYGEN-MOLECULE
12136,EC-1.14.15.1,PROTON
12137,EC-1.14.15.10,CPDMETA-13643
12138,EC-1.14.15.10,Oxidized-ferredoxins
12139,EC-1.14.15.10,WATER
12140,EC-1.14.15.10,CPD-13618
12141,EC-1.14.15.10,Reduced-ferredoxins
12142,EC-1.14.15.10,OXYGEN-MOLECULE
12143,EC-1.14.15.10,PROTON
12144,EC-1.14.15.11,CPD-15210
12145,EC-1.14.15.11,Reduced-ferredoxins
12146,EC-1.14.15.11,OXYGEN-MOLECULE
12147,EC-1.14.15.11,PROTON
12148,EC-1.14.15.11,CPD-15211
12149,EC-1.14.15.11,Oxidized-ferredoxins
12150,EC-1.14.15.11,WATER
12151,EC-1.14.15.13,Methyl-Branched-Lipids
12152,EC-1.14.15.13,Reduced-ferredoxins
12153,EC-1.14.15.13,OXYGEN-MOLECULE
12154,EC-1.14.15.13,PROTON
12155,EC-1.14.15.13,Omega-Hydroxy-Me-Branched-Lipids
12156,EC-1.14.15.13,WATER
12157,EC-1.14.15.13,Oxidized-ferredoxins
12158,EC-1.14.15.14,2-TRANS6-TRANS-FARNESOL
12159,EC-1.14.15.14,Reduced-ferredoxins
12160,EC-1.14.15.14,OXYGEN-MOLECULE
12161,EC-1.14.15.14,PROTON
12162,EC-1.14.15.14,PHYTANATE
12163,EC-1.14.15.14,Reduced-ferredoxins
12164,EC-1.14.15.14,OXYGEN-MOLECULE
12165,EC-1.14.15.14,PROTON
12166,EC-1.14.15.14,CPD-18175
12167,EC-1.14.15.14,Reduced-ferredoxins
12168,EC-1.14.15.14,OXYGEN-MOLECULE
12169,EC-1.14.15.14,PROTON
12170,EC-1.14.15.14,CPD-9087
12171,EC-1.14.15.14,Reduced-ferredoxins
12172,EC-1.14.15.14,OXYGEN-MOLECULE
12173,EC-1.14.15.14,PROTON
12174,EC-1.14.15.14,FARNESYL-PP
12175,EC-1.14.15.14,Reduced-ferredoxins
12176,EC-1.14.15.14,OXYGEN-MOLECULE
12177,EC-1.14.15.14,PROTON
12178,EC-1.14.15.14,CPD-18177
12179,EC-1.14.15.14,WATER
12180,EC-1.14.15.14,Oxidized-ferredoxins
12181,EC-1.14.15.14,CPD-18172
12182,EC-1.14.15.14,WATER
12183,EC-1.14.15.14,Oxidized-ferredoxins
12184,EC-1.14.15.14,CPD-18176
12185,EC-1.14.15.14,WATER
12186,EC-1.14.15.14,Oxidized-ferredoxins
12187,EC-1.14.15.14,CPD-18178
12188,EC-1.14.15.14,WATER
12189,EC-1.14.15.14,Oxidized-ferredoxins
12190,EC-1.14.15.14,CPD-18179
12191,EC-1.14.15.14,WATER
12192,EC-1.14.15.14,Oxidized-ferredoxins
12193,EC-1.14.15.15,5-BETA-CHOLESTANE-3-ALPHA7-ALPHA12-ALP
12194,EC-1.14.15.15,Reduced-adrenal-ferredoxins
12195,EC-1.14.15.15,PROTON
12196,EC-1.14.15.15,OXYGEN-MOLECULE
12197,EC-1.14.15.15,CPD-1836
12198,EC-1.14.15.15,Oxidized-adrenal-ferredoxins
12199,EC-1.14.15.15,WATER
12200,EC-1.14.15.16,CALCIDIOL
12201,EC-1.14.15.16,Reduced-adrenal-ferredoxins
12202,EC-1.14.15.16,PROTON
12203,EC-1.14.15.16,OXYGEN-MOLECULE
12204,EC-1.14.15.16,CPD-10577
12205,EC-1.14.15.16,Reduced-adrenal-ferredoxins
12206,EC-1.14.15.16,PROTON
12207,EC-1.14.15.16,OXYGEN-MOLECULE
12208,EC-1.14.15.16,CALCITRIOL
12209,EC-1.14.15.16,Reduced-adrenal-ferredoxins
12210,EC-1.14.15.16,OXYGEN-MOLECULE
12211,EC-1.14.15.16,PROTON
12212,EC-1.14.15.16,CPD-13032
12213,EC-1.14.15.16,Oxidized-adrenal-ferredoxins
12214,EC-1.14.15.16,WATER
12215,EC-1.14.15.16,CPD-15059
12216,EC-1.14.15.16,Oxidized-adrenal-ferredoxins
12217,EC-1.14.15.16,WATER
12218,EC-1.14.15.16,CPD-10577
12219,EC-1.14.15.16,Oxidized-adrenal-ferredoxins
12220,EC-1.14.15.16,WATER
12221,EC-1.14.15.17,CALCIDIOL
12222,EC-1.14.15.17,Reduced-adrenal-ferredoxins
12223,EC-1.14.15.17,OXYGEN-MOLECULE
12224,EC-1.14.15.17,PROTON
12225,EC-1.14.15.17,CALCITRIOL
12226,EC-1.14.15.17,Oxidized-adrenal-ferredoxins
12227,EC-1.14.15.17,WATER
12228,EC-1.14.15.18,CPD-10577
12229,EC-1.14.15.18,Oxidized-adrenal-ferredoxins
12230,EC-1.14.15.18,WATER
12231,EC-1.14.15.18,CPD-13032
12232,EC-1.14.15.18,Reduced-adrenal-ferredoxins
12233,EC-1.14.15.18,PROTON
12234,EC-1.14.15.18,OXYGEN-MOLECULE
12235,EC-1.14.15.19,TESTOSTERONE
12236,EC-1.14.15.19,Reduced-ferredoxins
12237,EC-1.14.15.19,OXYGEN-MOLECULE
12238,EC-1.14.15.19,PROTON
12239,EC-1.14.15.19,CPD-18923
12240,EC-1.14.15.19,Oxidized-ferredoxins
12241,EC-1.14.15.19,WATER
12242,EC-1.14.15.20,CPD1F-130
12243,EC-1.14.15.20,Reduced-ferredoxins
12244,EC-1.14.15.20,PROTON
12245,EC-1.14.15.20,OXYGEN-MOLECULE
12246,EC-1.14.15.20,CPD1F-133
12247,EC-1.14.15.20,Oxidized-ferredoxins
12248,EC-1.14.15.20,WATER
12249,EC-1.14.15.21,VITAMIN_D3
12250,EC-1.14.15.21,Reduced-ferredoxins
12251,EC-1.14.15.21,OXYGEN-MOLECULE
12252,EC-1.14.15.21,PROTON
12253,EC-1.14.15.21,CALCIDIOL
12254,EC-1.14.15.21,Oxidized-ferredoxins
12255,EC-1.14.15.21,WATER
12256,EC-1.14.15.22,CALCIDIOL
12257,EC-1.14.15.22,Reduced-ferredoxins
12258,EC-1.14.15.22,OXYGEN-MOLECULE
12259,EC-1.14.15.22,PROTON
12260,EC-1.14.15.22,CALCITRIOL
12261,EC-1.14.15.22,Oxidized-ferredoxins
12262,EC-1.14.15.22,WATER
12263,EC-1.14.15.23,CPD-18941
12264,EC-1.14.15.23,OXYGEN-MOLECULE
12265,EC-1.14.15.23,Reduced-ferredoxins
12266,EC-1.14.15.23,PROTON
12267,EC-1.14.15.23,CPD-18948
12268,EC-1.14.15.23,OXYGEN-MOLECULE
12269,EC-1.14.15.23,Reduced-ferredoxins
12270,EC-1.14.15.23,PROTON
12271,EC-1.14.15.23,CPD-18945
12272,EC-1.14.15.23,CPD-18956
12273,EC-1.14.15.23,Oxidized-ferredoxins
12274,EC-1.14.15.23,WATER
12275,EC-1.14.15.23,CPD-18945
12276,EC-1.14.15.23,CPD-18959
12277,EC-1.14.15.23,Oxidized-ferredoxins
12278,EC-1.14.15.23,WATER
12279,EC-1.14.15.24,CPD-7850
12280,EC-1.14.15.24,OXYGEN-MOLECULE
12281,EC-1.14.15.24,Donor-H2
12282,EC-1.14.15.24,CPD1F-129
12283,EC-1.14.15.24,Reduced-ferredoxins
12284,EC-1.14.15.24,PROTON
12285,EC-1.14.15.24,OXYGEN-MOLECULE
12286,EC-1.14.15.24,CPD-20674
12287,EC-1.14.15.24,Donor-H2
12288,EC-1.14.15.24,OXYGEN-MOLECULE
12289,EC-1.14.15.24,CPD-7860
12290,EC-1.14.15.24,WATER
12291,EC-1.14.15.24,Acceptor
12292,EC-1.14.15.24,CPD1F-130
12293,EC-1.14.15.24,Oxidized-ferredoxins
12294,EC-1.14.15.24,WATER
12295,EC-1.14.15.24,CPD-20677
12296,EC-1.14.15.24,Acceptor
12297,EC-1.14.15.24,WATER
12298,EC-1.14.15.25,TOLUENE
12299,EC-1.14.15.25,Reduced-ferredoxins
12300,EC-1.14.15.25,OXYGEN-MOLECULE
12301,EC-1.14.15.25,PROTON
12302,EC-1.14.15.25,BENZYL-ALCOHOL
12303,EC-1.14.15.25,Oxidized-ferredoxins
12304,EC-1.14.15.25,WATER
12305,EC-1.14.15.26,CPD-10654
12306,EC-1.14.15.26,OXYGEN-MOLECULE
12307,EC-1.14.15.26,Reduced-ferredoxins
12308,EC-1.14.15.26,PROTON
12309,EC-1.14.15.26,CPD-1422
12310,EC-1.14.15.26,OXYGEN-MOLECULE
12311,EC-1.14.15.26,Reduced-ferredoxins
12312,EC-1.14.15.26,PROTON
12313,EC-1.14.15.26,META-XYLENE
12314,EC-1.14.15.26,OXYGEN-MOLECULE
12315,EC-1.14.15.26,Reduced-ferredoxins
12316,EC-1.14.15.26,PROTON
12317,EC-1.14.15.26,CPD-10659
12318,EC-1.14.15.26,Oxidized-ferredoxins
12319,EC-1.14.15.26,WATER
12320,EC-1.14.15.26,4-METHYLBENZYL-ALCOHOL
12321,EC-1.14.15.26,Oxidized-ferredoxins
12322,EC-1.14.15.26,WATER
12323,EC-1.14.15.26,3-METHYLBENZYL-ALCOHOL
12324,EC-1.14.15.26,Oxidized-ferredoxins
12325,EC-1.14.15.26,WATER
12326,EC-1.14.15.27,CHOLESTEROL
12327,EC-1.14.15.27,Reduced-ferredoxins
12328,EC-1.14.15.27,PROTON
12329,EC-1.14.15.27,OXYGEN-MOLECULE
12330,EC-1.14.15.27,CPD-19074
12331,EC-1.14.15.27,Oxidized-ferredoxins
12332,EC-1.14.15.27,WATER
12333,EC-1.14.15.28,CPD-323
12334,EC-1.14.15.28,OXYGEN-MOLECULE
12335,EC-1.14.15.28,Reduced-ferredoxins
12336,EC-1.14.15.28,PROTON
12337,EC-1.14.15.28,CPD-19067
12338,EC-1.14.15.28,WATER
12339,EC-1.14.15.28,Oxidized-ferredoxins
12340,EC-1.14.15.29,CPD-323
12341,EC-1.14.15.29,Reduced-ferredoxins
12342,EC-1.14.15.29,PROTON
12343,EC-1.14.15.29,OXYGEN-MOLECULE
12344,EC-1.14.15.29,CPD-13689
12345,EC-1.14.15.29,Oxidized-ferredoxins
12346,EC-1.14.15.29,WATER
12347,EC-1.14.15.3,CPD-13704
12348,EC-1.14.15.3,OXYGEN-MOLECULE
12349,EC-1.14.15.3,Reduced-ferredoxins
12350,EC-1.14.15.3,PROTON
12351,EC-1.14.15.3,CPD-13680
12352,EC-1.14.15.3,Oxidized-ferredoxins
12353,EC-1.14.15.3,WATER
12354,EC-1.14.15.30,CPD-13700
12355,EC-1.14.15.30,OXYGEN-MOLECULE
12356,EC-1.14.15.30,Reduced-ferredoxins
12357,EC-1.14.15.30,PROTON
12358,EC-1.14.15.30,CPD-13739
12359,EC-1.14.15.30,OXYGEN-MOLECULE
12360,EC-1.14.15.30,Reduced-ferredoxins
12361,EC-1.14.15.30,PROTON
12362,EC-1.14.15.30,CPD-13737
12363,EC-1.14.15.30,OXYGEN-MOLECULE
12364,EC-1.14.15.30,Reduced-ferredoxins
12365,EC-1.14.15.30,PROTON
12366,EC-1.14.15.30,CPD-13742
12367,EC-1.14.15.30,Oxidized-ferredoxins
12368,EC-1.14.15.30,WATER
12369,EC-1.14.15.30,CPD-13743
12370,EC-1.14.15.30,Oxidized-ferredoxins
12371,EC-1.14.15.30,WATER
12372,EC-1.14.15.30,CPD-13744
12373,EC-1.14.15.30,Oxidized-ferredoxins
12374,EC-1.14.15.30,WATER
12375,EC-1.14.15.31,CPD-1763
12376,EC-1.14.15.31,OXYGEN-MOLECULE
12377,EC-1.14.15.31,Reduced-ferredoxins
12378,EC-1.14.15.31,PROTON
12379,EC-1.14.15.31,CPD-13617
12380,EC-1.14.15.31,WATER
